image_id,image_path,disease_class,display_name,width,height,aspect_ratio,total_pixels,file_size_kb,mean_red,mean_green,mean_blue,std_red,std_green,std_blue,brightness,contrast,red_dominance,green_dominance,blue_dominance,disease_severity,size_category,brightness_level,dominant_color,avg_color_intensity
3e81c41f-5b6b-4458-8aa8-6a544a8e678c___RS_LB 4963.JPG,PlantVillage\Potato___Late_blight\3e81c41f-5b6b-4458-8aa8-6a544a8e678c___RS_LB 4963.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,17.68,131.49,137.64,117.2,46.9,40.38,54.79,128.78,48.48,4.07,13.3,-17.36,Diseased,Small,Moderate,Green,128.78
3f0fd699-1ce7-437e-a899-662a51d59974___RS_LB 2904.JPG,PlantVillage\Potato___Late_blight\3f0fd699-1ce7-437e-a899-662a51d59974___RS_LB 2904.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,17.18,113.25,106.68,95.08,39.4,37.75,46.22,105.0,41.96,12.37,2.52,-14.89,Diseased,Small,Moderate,Red,105.0
3f24e6f6-ff9f-4416-9fce-b8153a030de2___RS_LB 2730.JPG,PlantVillage\Potato___Late_blight\3f24e6f6-ff9f-4416-9fce-b8153a030de2___RS_LB 2730.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,18.82,110.85,112.35,95.66,54.63,43.92,57.73,106.29,52.97,6.85,9.09,-15.94,Diseased,Small,Moderate,Green,106.29
3f2d7c62-8d58-4a40-9df4-0ab3497b13b9___RS_LB 4487.JPG,PlantVillage\Potato___Late_blight\3f2d7c62-8d58-4a40-9df4-0ab3497b13b9___RS_LB 4487.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,17.69,137.77,122.78,101.78,41.86,45.4,43.36,120.78,46.0,25.49,3.0,-28.49,Diseased,Small,Moderate,Red,120.78
3f30c40f-105b-4ce7-a376-d2e6f4681e3b___RS_LB 4921.JPG,PlantVillage\Potato___Late_blight\3f30c40f-105b-4ce7-a376-d2e6f4681e3b___RS_LB 4921.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,18.87,123.35,121.89,108.56,42.0,36.12,46.46,117.93,42.27,8.12,5.94,-14.05,Diseased,Small,Moderate,Red,117.93
3f3bd8d4-82d4-456c-a3fc-068a63710d52___RS_LB 4971.JPG,PlantVillage\Potato___Late_blight\3f3bd8d4-82d4-456c-a3fc-068a63710d52___RS_LB 4971.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.89,134.31,128.25,117.75,38.94,37.63,47.71,126.77,42.23,11.31,2.22,-13.53,Diseased,Small,Moderate,Red,126.77
3f624c56-6bd1-4e7e-8fcd-d6b4480abe12___RS_LB 5215.JPG,PlantVillage\Potato___Late_blight\3f624c56-6bd1-4e7e-8fcd-d6b4480abe12___RS_LB 5215.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,14.06,110.68,120.34,101.53,36.34,26.73,43.14,110.85,36.84,-0.26,14.24,-13.98,Diseased,Small,Moderate,Green,110.85
3f6bce87-fb66-44fb-8e76-e282af4869b9___RS_LB 3013.JPG,PlantVillage\Potato___Late_blight\3f6bce87-fb66-44fb-8e76-e282af4869b9___RS_LB 3013.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,18.17,95.31,105.99,85.35,45.73,36.23,49.98,95.55,45.14,-0.36,15.66,-15.3,Diseased,Small,Dark,Green,95.55
3f6db123-4a6e-4b8a-9b26-954ccf29cc3c___RS_LB 4695.JPG,PlantVillage\Potato___Late_blight\3f6db123-4a6e-4b8a-9b26-954ccf29cc3c___RS_LB 4695.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.17,108.16,112.35,95.94,44.13,37.89,50.54,105.48,45.03,4.01,10.29,-14.31,Diseased,Small,Moderate,Green,105.48
3f7f719f-9849-47c5-8f79-0384a64f8e8f___RS_LB 2862.JPG,PlantVillage\Potato___Late_blight\3f7f719f-9849-47c5-8f79-0384a64f8e8f___RS_LB 2862.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.13,97.16,97.7,87.62,35.35,31.68,42.59,94.16,37.11,4.5,5.31,-9.81,Diseased,Small,Dark,Green,94.16
40285dce-33de-4a59-82f4-2eb1d6d38469___RS_LB 4929.JPG,PlantVillage\Potato___Late_blight\40285dce-33de-4a59-82f4-2eb1d6d38469___RS_LB 4929.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,17.92,117.32,115.52,101.99,43.39,37.81,48.89,111.61,44.13,8.56,5.86,-14.42,Diseased,Small,Moderate,Red,111.61
4043044d-1e8d-4861-9152-99660fdffa9e___RS_LB 4438.JPG,PlantVillage\Potato___Late_blight\4043044d-1e8d-4861-9152-99660fdffa9e___RS_LB 4438.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,18.87,120.22,117.65,113.92,41.47,35.88,52.52,117.27,43.91,4.43,0.58,-5.01,Diseased,Small,Moderate,Red,117.26
410cba02-24db-487a-a30c-fc7cefba924b___RS_LB 2571.JPG,PlantVillage\Potato___Late_blight\410cba02-24db-487a-a30c-fc7cefba924b___RS_LB 2571.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.31,104.97,107.24,93.07,40.34,35.06,45.83,101.76,41.12,4.82,8.22,-13.03,Diseased,Small,Moderate,Green,101.76
418e398c-d710-4682-af82-82f1e8822311___RS_LB 5218.JPG,PlantVillage\Potato___Late_blight\418e398c-d710-4682-af82-82f1e8822311___RS_LB 5218.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,11.94,105.67,114.11,98.27,34.57,25.17,40.84,106.02,34.75,-0.52,12.14,-11.62,Diseased,Small,Moderate,Green,106.02
41e3b4c0-7aec-4d49-a84c-f37ed2637407___RS_LB 4377.JPG,PlantVillage\Potato___Late_blight\41e3b4c0-7aec-4d49-a84c-f37ed2637407___RS_LB 4377.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,14.17,140.29,132.36,113.69,51.24,46.5,58.99,128.78,53.67,17.26,5.38,-22.64,Diseased,Small,Moderate,Red,128.78
420b4d84-d621-4a64-a8bd-30042f1a6609___RS_LB 2778.JPG,PlantVillage\Potato___Late_blight\420b4d84-d621-4a64-a8bd-30042f1a6609___RS_LB 2778.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.57,110.94,114.83,98.21,47.38,39.83,52.4,108.0,47.36,4.42,10.25,-14.68,Diseased,Small,Moderate,Green,107.99
4215b9d5-c554-4249-80e1-aeaf2106e966___RS_LB 2977.JPG,PlantVillage\Potato___Late_blight\4215b9d5-c554-4249-80e1-aeaf2106e966___RS_LB 2977.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,19.15,114.46,113.97,98.12,58.22,50.19,63.56,108.85,58.09,8.42,7.69,-16.1,Diseased,Small,Moderate,Red,108.85
42451eb3-fb45-4b9a-8dd3-c9b9aa3a29c8___RS_LB 4340.JPG,PlantVillage\Potato___Late_blight\42451eb3-fb45-4b9a-8dd3-c9b9aa3a29c8___RS_LB 4340.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,18.49,126.28,118.24,90.2,44.52,42.41,48.1,111.57,47.65,22.06,10.0,-32.06,Diseased,Small,Moderate,Red,111.57
42b19bb3-68b6-4c46-a626-f7480718360a___RS_LB 4686.JPG,PlantVillage\Potato___Late_blight\42b19bb3-68b6-4c46-a626-f7480718360a___RS_LB 4686.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.5,141.56,128.65,107.75,44.95,35.35,44.24,125.99,44.01,23.36,3.99,-27.35,Diseased,Small,Moderate,Red,125.99
42bc0da9-199f-428f-854c-a9b05c57aa75___RS_LB 2770.JPG,PlantVillage\Potato___Late_blight\42bc0da9-199f-428f-854c-a9b05c57aa75___RS_LB 2770.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,17.21,121.22,120.81,101.16,36.8,33.84,45.31,114.4,40.06,10.23,9.62,-19.85,Diseased,Small,Moderate,Red,114.4
42cd0719-199a-40a8-aaa0-228bb80e1832___RS_LB 4440.JPG,PlantVillage\Potato___Late_blight\42cd0719-199a-40a8-aaa0-228bb80e1832___RS_LB 4440.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.41,139.29,134.57,120.35,47.67,42.12,53.8,131.4,48.77,11.83,4.76,-16.58,Diseased,Small,Moderate,Red,131.4
430b0d0d-c0aa-4e5b-9826-34251466f735___RS_LB 4718.JPG,PlantVillage\Potato___Late_blight\430b0d0d-c0aa-4e5b-9826-34251466f735___RS_LB 4718.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,13.17,115.0,123.09,121.8,38.47,33.01,44.76,119.96,39.2,-7.45,4.69,2.76,Diseased,Small,Moderate,Green,119.96
4324e62b-d7e0-4caa-a417-5eb3dd8712ee___RS_LB 5452.JPG,PlantVillage\Potato___Late_blight\4324e62b-d7e0-4caa-a417-5eb3dd8712ee___RS_LB 5452.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,14.66,107.71,117.78,106.27,39.41,37.82,44.03,110.59,40.83,-4.31,10.79,-6.48,Diseased,Small,Moderate,Green,110.59
4337f628-ff14-4603-9120-8639c78cacea___RS_LB 3183.JPG,PlantVillage\Potato___Late_blight\4337f628-ff14-4603-9120-8639c78cacea___RS_LB 3183.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.95,126.29,124.22,108.11,54.66,49.99,59.54,119.54,55.47,10.12,7.02,-17.14,Diseased,Small,Moderate,Red,119.54
43396f0d-f05b-4dce-a209-9edcbd62d39c___RS_LB 4407.JPG,PlantVillage\Potato___Late_blight\43396f0d-f05b-4dce-a209-9edcbd62d39c___RS_LB 4407.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,11.94,117.56,111.12,85.06,56.64,48.48,61.3,104.58,57.47,19.47,9.81,-29.28,Diseased,Small,Moderate,Red,104.58
4358aa91-bce4-4788-a39f-1e1e4810bd51___RS_LB 3047.JPG,PlantVillage\Potato___Late_blight\4358aa91-bce4-4788-a39f-1e1e4810bd51___RS_LB 3047.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.59,104.42,97.97,90.76,37.73,35.34,44.21,97.72,39.67,10.06,0.38,-10.43,Diseased,Small,Dark,Red,97.72
437640c6-1680-4d1b-aa0b-c1dd52aa13a5___RS_LB 4926.JPG,PlantVillage\Potato___Late_blight\437640c6-1680-4d1b-aa0b-c1dd52aa13a5___RS_LB 4926.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,17.68,121.66,121.45,107.29,46.67,44.19,50.87,116.8,47.8,7.29,6.97,-14.26,Diseased,Small,Moderate,Red,116.8
43dde1e0-8c73-45af-8fbf-d500e450a154___RS_LB 3270.JPG,PlantVillage\Potato___Late_blight\43dde1e0-8c73-45af-8fbf-d500e450a154___RS_LB 3270.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,18.65,131.27,126.26,111.34,50.94,45.37,54.03,122.96,50.95,12.47,4.96,-17.43,Diseased,Small,Moderate,Red,122.96
440adc9e-3f21-4373-ab9a-ed003c3588f3___RS_LB 4152.JPG,PlantVillage\Potato___Late_blight\440adc9e-3f21-4373-ab9a-ed003c3588f3___RS_LB 4152.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,12.44,112.48,116.71,100.91,33.97,21.39,42.82,110.03,34.54,3.67,10.02,-13.69,Diseased,Small,Moderate,Green,110.03
44112cb9-7423-4983-bb9a-cb32e3ea9ac3___RS_LB 2793.JPG,PlantVillage\Potato___Late_blight\44112cb9-7423-4983-bb9a-cb32e3ea9ac3___RS_LB 2793.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,17.0,121.32,119.14,109.89,44.88,41.96,50.8,116.78,46.29,6.81,3.53,-10.34,Diseased,Small,Moderate,Red,116.78
44722935-fb60-4ecf-8503-f8258aa4e3e7___RS_LB 3225.JPG,PlantVillage\Potato___Late_blight\44722935-fb60-4ecf-8503-f8258aa4e3e7___RS_LB 3225.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,17.47,121.66,118.76,103.67,50.27,45.34,52.06,114.7,49.93,10.44,6.1,-16.54,Diseased,Small,Moderate,Red,114.7
447c4811-7ed2-4576-81b4-2f67c8993db7___RS_LB 4137.JPG,PlantVillage\Potato___Late_blight\447c4811-7ed2-4576-81b4-2f67c8993db7___RS_LB 4137.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,13.64,100.78,101.26,84.1,26.22,23.26,35.26,95.38,29.79,8.1,8.82,-16.92,Diseased,Small,Dark,Green,95.38
456f2c6a-a8c8-4dac-9de1-73668e39cd01___RS_LB 3008.JPG,PlantVillage\Potato___Late_blight\456f2c6a-a8c8-4dac-9de1-73668e39cd01___RS_LB 3008.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,14.6,110.57,110.28,91.01,38.9,38.71,50.38,103.95,43.97,9.92,9.49,-19.41,Diseased,Small,Moderate,Red,103.95
461f1af8-a71f-446d-b59c-b7f31dde1c74___RS_LB 2833.JPG,PlantVillage\Potato___Late_blight\461f1af8-a71f-446d-b59c-b7f31dde1c74___RS_LB 2833.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,13.92,84.49,91.86,83.55,38.38,31.59,41.71,86.64,37.65,-3.22,7.84,-4.62,Diseased,Small,Dark,Green,86.63
463e8a94-a7e6-4604-a29c-2187500b2318___RS_LB 4244.JPG,PlantVillage\Potato___Late_blight\463e8a94-a7e6-4604-a29c-2187500b2318___RS_LB 4244.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,20.42,124.68,114.4,97.5,41.91,39.83,47.02,112.19,44.46,18.73,3.31,-22.04,Diseased,Small,Moderate,Red,112.19
465165a0-33c0-4593-8324-03513e71079d___RS_LB 4445.JPG,PlantVillage\Potato___Late_blight\465165a0-33c0-4593-8324-03513e71079d___RS_LB 4445.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,18.07,125.25,117.53,101.44,45.37,42.19,45.82,114.74,45.58,15.76,4.19,-19.95,Diseased,Small,Moderate,Red,114.74
465669d7-b75c-4aab-8ccc-af3566baf2e3___RS_LB 4985.JPG,PlantVillage\Potato___Late_blight\465669d7-b75c-4aab-8ccc-af3566baf2e3___RS_LB 4985.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,19.46,132.23,134.54,122.71,46.08,37.99,49.1,129.83,44.93,3.6,7.07,-10.67,Diseased,Small,Moderate,Green,129.83
4664efe7-50ae-4a32-b818-2ec7f3881471___RS_LB 4478.JPG,PlantVillage\Potato___Late_blight\4664efe7-50ae-4a32-b818-2ec7f3881471___RS_LB 4478.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.19,125.87,108.64,97.21,53.72,50.18,55.28,110.58,54.4,22.94,-2.9,-20.04,Diseased,Small,Moderate,Red,110.57
468629f7-6ca2-4823-9a39-d42b4d92c4bb___RS_LB 5312.JPG,PlantVillage\Potato___Late_blight\468629f7-6ca2-4823-9a39-d42b4d92c4bb___RS_LB 5312.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.82,114.92,118.86,100.26,42.92,39.9,51.43,111.35,45.72,5.36,11.27,-16.63,Diseased,Small,Moderate,Green,111.35
471fd810-047d-4c87-933b-14c8b46d4b20___RS_LB 5450.JPG,PlantVillage\Potato___Late_blight\471fd810-047d-4c87-933b-14c8b46d4b20___RS_LB 5450.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,12.48,104.92,117.82,102.51,43.81,36.28,52.97,108.42,45.38,-5.25,14.1,-8.86,Diseased,Small,Moderate,Green,108.42
4885a2b1-fc77-4b1a-ad55-3fa4b3fe4e1e___RS_LB 4425.JPG,PlantVillage\Potato___Late_blight\4885a2b1-fc77-4b1a-ad55-3fa4b3fe4e1e___RS_LB 4425.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.25,107.33,113.48,99.17,49.87,39.32,49.68,106.66,46.92,1.0,10.23,-11.24,Diseased,Small,Moderate,Green,106.66
489107b2-13f2-401b-b931-39ca7fd4be2b___RS_LB 2665.JPG,PlantVillage\Potato___Late_blight\489107b2-13f2-401b-b931-39ca7fd4be2b___RS_LB 2665.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.5,112.18,115.9,102.0,40.52,35.08,46.97,110.03,41.56,3.24,8.81,-12.05,Diseased,Small,Moderate,Green,110.03
48f93953-2de7-4724-9c7b-69dc13a47759___RS_LB 4977.JPG,PlantVillage\Potato___Late_blight\48f93953-2de7-4724-9c7b-69dc13a47759___RS_LB 4977.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,19.36,126.42,134.1,113.86,49.31,42.6,55.28,124.79,50.03,2.44,13.96,-16.4,Diseased,Small,Moderate,Green,124.79
49835c13-105d-4afb-95dd-b4ee15f3d287___RS_LB 4099.JPG,PlantVillage\Potato___Late_blight\49835c13-105d-4afb-95dd-b4ee15f3d287___RS_LB 4099.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.82,130.45,126.04,110.37,37.37,32.93,44.46,122.28,39.5,12.24,5.64,-17.88,Diseased,Small,Moderate,Red,122.29
49d18379-215d-427e-8662-9cde649d4a33___RS_LB 3163.JPG,PlantVillage\Potato___Late_blight\49d18379-215d-427e-8662-9cde649d4a33___RS_LB 3163.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,18.52,124.09,117.56,106.2,45.61,41.4,48.11,115.95,45.73,12.21,2.42,-14.63,Diseased,Small,Moderate,Red,115.95
49e55f8e-4d44-452c-8e59-d4c4f0ae1085___RS_LB 4333.JPG,PlantVillage\Potato___Late_blight\49e55f8e-4d44-452c-8e59-d4c4f0ae1085___RS_LB 4333.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,12.24,125.75,121.56,115.22,30.3,41.72,40.32,120.84,38.04,7.36,1.08,-8.44,Diseased,Small,Moderate,Red,120.84
49ffd4fb-07ef-4377-9f14-3648deaa8dd2___RS_LB 4453.JPG,PlantVillage\Potato___Late_blight\49ffd4fb-07ef-4377-9f14-3648deaa8dd2___RS_LB 4453.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.29,130.89,119.97,102.55,52.2,50.26,55.83,117.8,54.09,19.63,3.25,-22.89,Diseased,Small,Moderate,Red,117.8
4a34ce1c-9fde-4707-947a-58432a695741___RS_LB 3277.JPG,PlantVillage\Potato___Late_blight\4a34ce1c-9fde-4707-947a-58432a695741___RS_LB 3277.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.42,116.51,117.77,103.44,47.61,42.36,54.92,112.57,49.0,5.91,7.79,-13.7,Diseased,Small,Moderate,Green,112.57
4a5c555b-3f00-4553-b6a4-3be268969d7f___RS_LB 4323.JPG,PlantVillage\Potato___Late_blight\4a5c555b-3f00-4553-b6a4-3be268969d7f___RS_LB 4323.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,19.85,125.42,111.11,101.38,49.9,42.31,48.03,112.64,47.89,19.18,-2.29,-16.89,Diseased,Small,Moderate,Red,112.64
4a911e79-f9c0-4ba1-aa80-567d653df61c___RS_LB 4038.JPG,PlantVillage\Potato___Late_blight\4a911e79-f9c0-4ba1-aa80-567d653df61c___RS_LB 4038.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,11.27,100.57,110.66,103.03,32.87,23.05,39.93,104.75,32.97,-6.28,8.86,-2.59,Diseased,Small,Moderate,Green,104.75
4ac84ca7-f60a-406e-938d-40f4ba5b75ce___RS_LB 2731.JPG,PlantVillage\Potato___Late_blight\4ac84ca7-f60a-406e-938d-40f4ba5b75ce___RS_LB 2731.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,18.28,98.64,99.01,83.35,47.38,39.49,49.89,93.67,46.38,7.47,8.01,-15.48,Diseased,Small,Dark,Green,93.67
4afd8bf6-0e1e-4a85-a576-1e8995c88d5c___RS_LB 2505.JPG,PlantVillage\Potato___Late_blight\4afd8bf6-0e1e-4a85-a576-1e8995c88d5c___RS_LB 2505.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,14.61,119.19,117.44,103.24,47.84,42.41,50.78,113.29,47.67,8.86,6.22,-15.07,Diseased,Small,Moderate,Red,113.29
4bccc3ae-4246-48f8-9c07-f4a1d5856314___RS_LB 2760.JPG,PlantVillage\Potato___Late_blight\4bccc3ae-4246-48f8-9c07-f4a1d5856314___RS_LB 2760.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,19.94,123.87,120.89,104.7,41.02,34.87,45.55,116.49,41.58,11.07,6.61,-17.68,Diseased,Small,Moderate,Red,116.49
4c846678-1c22-4734-b2bf-fb774bf3bb13___RS_LB 4090.JPG,PlantVillage\Potato___Late_blight\4c846678-1c22-4734-b2bf-fb774bf3bb13___RS_LB 4090.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,12.29,107.21,120.79,106.22,35.14,22.01,42.41,111.41,34.88,-6.3,14.08,-7.78,Diseased,Small,Moderate,Green,111.41
4ca06863-f89b-497c-bd3a-9bca78f02942___RS_LB 3088.JPG,PlantVillage\Potato___Late_blight\4ca06863-f89b-497c-bd3a-9bca78f02942___RS_LB 3088.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,19.11,125.06,125.74,109.46,52.82,48.08,56.54,120.08,53.13,7.46,8.48,-15.94,Diseased,Small,Moderate,Green,120.09
4cc2dba7-6871-481d-8989-07ea683e58b5___RS_LB 4979.JPG,PlantVillage\Potato___Late_blight\4cc2dba7-6871-481d-8989-07ea683e58b5___RS_LB 4979.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,19.13,129.09,133.15,116.83,43.72,35.67,49.26,126.36,43.8,4.09,10.2,-14.29,Diseased,Small,Moderate,Green,126.36
4cd2f7ef-e3aa-4b2a-b382-6fea00bfd070___RS_LB 5006.JPG,PlantVillage\Potato___Late_blight\4cd2f7ef-e3aa-4b2a-b382-6fea00bfd070___RS_LB 5006.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,18.1,130.48,128.75,116.09,39.41,31.34,45.17,125.1,39.58,8.06,5.47,-13.53,Diseased,Small,Moderate,Red,125.11
4ce7142d-29a5-4fa0-8559-f9a2e6a3f62d___RS_LB 3189.JPG,PlantVillage\Potato___Late_blight\4ce7142d-29a5-4fa0-8559-f9a2e6a3f62d___RS_LB 3189.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.21,130.81,128.81,112.26,52.32,47.31,57.6,123.96,53.23,10.27,7.28,-17.56,Diseased,Small,Moderate,Red,123.96
4d085c80-4d57-4377-8fb3-eab3a25e5f5c___RS_LB 3060.JPG,PlantVillage\Potato___Late_blight\4d085c80-4d57-4377-8fb3-eab3a25e5f5c___RS_LB 3060.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.99,110.02,108.13,96.26,49.43,48.2,56.36,104.8,51.82,7.83,4.99,-12.82,Diseased,Small,Moderate,Red,104.8
4d213f48-e73a-45bf-badd-ead51dda60b4___RS_LB 2981.JPG,PlantVillage\Potato___Late_blight\4d213f48-e73a-45bf-badd-ead51dda60b4___RS_LB 2981.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.53,129.47,126.47,112.44,59.92,56.67,61.87,122.79,59.98,10.02,5.51,-15.53,Diseased,Small,Moderate,Red,122.79
4d56ef9d-bc69-489c-92de-d2fad01d762d___RS_LB 3890.JPG,PlantVillage\Potato___Late_blight\4d56ef9d-bc69-489c-92de-d2fad01d762d___RS_LB 3890.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,14.92,115.16,121.9,109.18,35.58,23.2,39.62,115.41,33.93,-0.37,9.73,-9.36,Diseased,Small,Moderate,Green,115.41
4d96b41e-8e2e-4a0d-b9a2-0ab8456e4074___RS_LB 3893.JPG,PlantVillage\Potato___Late_blight\4d96b41e-8e2e-4a0d-b9a2-0ab8456e4074___RS_LB 3893.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,14.92,106.92,112.68,90.9,37.37,24.36,39.04,103.5,35.44,5.13,13.77,-18.9,Diseased,Small,Moderate,Green,103.5
4eaf1f96-f7f4-4a92-ba67-0147de20ab72___RS_LB 4830.JPG,PlantVillage\Potato___Late_blight\4eaf1f96-f7f4-4a92-ba67-0147de20ab72___RS_LB 4830.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,18.08,118.27,123.4,96.36,45.38,41.3,55.2,112.68,49.07,8.39,16.09,-24.48,Diseased,Small,Moderate,Green,112.68
4f138229-2f00-4374-9c16-3732660bf011___RS_LB 4105.JPG,PlantVillage\Potato___Late_blight\4f138229-2f00-4374-9c16-3732660bf011___RS_LB 4105.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.24,135.87,138.24,122.74,36.38,27.63,43.24,132.29,36.95,5.38,8.94,-14.32,Diseased,Small,Moderate,Green,132.28
4f249e3b-92a0-43e5-a70d-fe3045630437___RS_LB 3913.JPG,PlantVillage\Potato___Late_blight\4f249e3b-92a0-43e5-a70d-fe3045630437___RS_LB 3913.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.09,111.02,112.15,104.36,39.66,33.53,46.24,109.18,40.29,2.77,4.46,-7.22,Diseased,Small,Moderate,Green,109.18
4f41de6a-c118-4296-a753-963d1427323c___RS_LB 4561.JPG,PlantVillage\Potato___Late_blight\4f41de6a-c118-4296-a753-963d1427323c___RS_LB 4561.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.29,122.33,119.48,95.11,37.12,28.03,38.66,112.31,36.99,15.03,10.77,-25.8,Diseased,Small,Moderate,Red,112.31
4fbe268d-dabb-4a25-8283-7968fd91fcdb___RS_LB 4819.JPG,PlantVillage\Potato___Late_blight\4fbe268d-dabb-4a25-8283-7968fd91fcdb___RS_LB 4819.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,20.03,125.4,128.71,114.09,47.4,39.14,52.68,122.73,47.16,4.0,8.96,-12.96,Diseased,Small,Moderate,Green,122.73
50abdfe1-411f-4afe-8f78-1ffb7816792f___RS_LB 2694.JPG,PlantVillage\Potato___Late_blight\50abdfe1-411f-4afe-8f78-1ffb7816792f___RS_LB 2694.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.65,96.81,100.55,84.04,41.8,36.53,47.88,93.8,42.91,4.51,10.13,-14.64,Diseased,Small,Dark,Green,93.8
516099d5-5399-4d6e-916d-014a84a02a18___RS_LB 4118.JPG,PlantVillage\Potato___Late_blight\516099d5-5399-4d6e-916d-014a84a02a18___RS_LB 4118.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,12.43,98.37,106.77,96.8,34.99,23.3,38.8,100.65,33.32,-3.42,9.19,-5.77,Diseased,Small,Moderate,Green,100.65
51a85617-5433-4a07-b822-fa1975cf76b1___RS_LB 4778.JPG,PlantVillage\Potato___Late_blight\51a85617-5433-4a07-b822-fa1975cf76b1___RS_LB 4778.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,14.28,136.74,140.32,131.16,31.69,30.71,40.12,136.07,34.64,0.99,6.37,-7.37,Diseased,Small,Moderate,Green,136.07
51eb7a7a-99b4-47c4-be2f-2de9f4e5e985___RS_LB 5182.JPG,PlantVillage\Potato___Late_blight\51eb7a7a-99b4-47c4-be2f-2de9f4e5e985___RS_LB 5182.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,17.89,123.6,130.37,111.07,45.6,33.49,51.39,121.68,44.85,2.88,13.04,-15.92,Diseased,Small,Moderate,Green,121.68
